"bldg_id","boro_id","block","lot","housenumber","streetname","borough","vacateagency","vacatenumber","vacatecode","vacatereason","monthlyrelocationtotal","month","year","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"339629","3","4479","49","491","MONTAUK AVENUE","Brooklyn","HPD","0645/23","CEV","ILLEGAL DWELLING UNITS","3273","7","2023","11208","40.66633","-73.874836","5","42","1116","3098692","3044790049","East New York-New Lots"
"115699","2","2958","88","1821","TRAFALGAR PLACE","Bronx","DOB","0074/23","BDV","ILLEGAL DWELLING UNITS","437.89","1","2023","10460","40.840055","-73.88713","6","15","367","2010139","2029580088","Tremont"
"622265","4","8563","12","80-16","251 STREET","Queens","HPD","1005/22","CEV","ILLEGAL DWELLING UNITS","437.89","5","2023","11426","40.742621","-73.71918","13","23","157101","4174494","4085630012","Bellerose"
"299548","3","1630","48","829","GATES AVENUE","Brooklyn","DOB","0726/22","BDV","ILLEGAL DWELLING UNITS","1950","11","2022","11221","40.688208","-73.933368","3","36","293","3044500","3016300048","Bedford-Stuyvesant (East)"
"651264","4","15741","19","31-02","DWIGHT AVENUE","Queens","DOB","0962/22","BDV","ILLEGAL DWELLING UNITS","3403.84","12","2022","11691","40.600923","-73.766868","14","31","100804","4300780","4157410019","Far Rockaway-Bayswater"
"84659","2","4522","50","2719","HERING AVENUE","Bronx","DOB","1382/22","BDV","ILLEGAL DWELLING UNITS","3965","1","2023","10469","40.865884","-73.853824","11","13","348","2054083","2045220050","Pelham Gardens"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","7226.78","12","2021","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"299548","3","1630","48","829","GATES AVENUE","Brooklyn","DOB","0726/22","BDV","ILLEGAL DWELLING UNITS","2015","12","2022","11221","40.688208","-73.933368","3","36","293","3044500","3016300048","Bedford-Stuyvesant (East)"
"344450","3","3600","7","125","NEWPORT STREET","Brooklyn","DOB","1846/22","BDV","ILLEGAL DWELLING UNITS","4425","3","2023","11212","40.659117","-73.910618","16","41","916","3082334","3036000007","Brownsville"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","1478.37","6","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"97429","2","2826","76","1820","MORRIS AVENUE","Bronx","DOB","1269/21","BDV","ILLEGAL DWELLING UNITS","2447.55","5","2022","10453","40.847515","-73.908742","5","14","22701","2007895","2028260076","Mount Hope"
"53655","2","2999","24","1452","BRYANT AVENUE","Bronx","DOB","0316/22","BDV","ILLEGAL DWELLING UNITS","12833.44","1","2023","10459","40.831276","-73.888203","3","17","123","2010824","2029990024","Crotona Park East"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","437.89","8","2022","11418","40.693352","-73.835458","9","29","12601","4195530","4093170010","Richmond Hill"
"241370","3","5378","85","315","EAST 9 STREET","Brooklyn","DOB","0406/22","BDV","ILLEGAL DWELLING UNITS","2535","5","2022","11218","40.640793","-73.970161","12","40","492","3126357","3053780085","Kensington"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","4653.44","11","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"38348","1","1831","53","240","WEST 116 STREET","Manhattan","HPD","0079/22","CEV","STRUCTURAL","250","3","2023","10026","40.803915","-73.954192","10","9","218","1081574","1018310053","Harlem (South)"
"257050","3","7594","65","950","EAST 31 STREET","Brooklyn","DOB","0355/23","BDV","ILLEGAL DWELLING UNITS","437.89","4","2023","11210","40.628063","-73.946109","18","45","742","3207078","3075940065","Flatlands"
"597987","4","10967","152","111-18","209 STREET","Queens","HPD","1282/22","CEV","ILLEGAL DWELLING UNITS","437.89","9","2022","11429","40.705689","-73.747425","13","27","512","4235004","4109670152","Queens Village"
"116657","2","3213","1","2412","UNIVERSITY AVENUE","Bronx","DOB","0292/22","BDV","ILLEGAL DWELLING UNITS","1820","8","2022","10468","40.863206","-73.904636","7","14","263","2014623","2032130001","University Heights (North)-Fordham"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","2224.25","10","2022","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"471120","4","8941","133","93-19","74 PLACE","Queens","HPD","0448/23","CEV","ILLEGAL DWELLING UNITS","1911.53","5","2023","11421","40.684171","-73.865648","9","30","6","4184556","4089410133","Woodhaven"
"100114","2","2512","9","1020","OGDEN AVENUE","Bronx","HPD","0198/23","CEV","ILLEGAL DWELLING UNITS","1313.67","2","2023","10452","40.833501","-73.929045","4","16","189","2003203","2025120009","Highbridge"
"63105","2","2315","43","317","EAST 141 STREET","Bronx","DOB","0033/22","BDV","ILLEGAL DWELLING UNITS","311.99","7","2022","10454","40.812144","-73.924086","1","8","41","2000757","2023150043","Mott Haven-Port Morris"
"895010","4","9482","23","95-20","VAN WYCK EXPRESSWAY","Queens","HPD","1603/21","CEV","ILLEGAL DWELLING UNITS","840","3","2022","11419","40.696088","-73.813348","9","28","152","4531601","4094820023","South Richmond Hill"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","4179.07","1","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"633404","4","16081","15","345","BEACH 69 STREET","Queens","DOB","1896/22","BDV","ILLEGAL DWELLING UNITS","2015","5","2023","11692","40.592106","-73.79807","14","31","954","4303289","4160810015","Rockaway Beach-Arverne-Edgemere"
"875513","2","5348","32","2700","LATTING STREET","Bronx","HPD","1380/21","CEV","ILLEGAL DWELLING UNITS","2015","7","2022","10461","40.837929","-73.837398","10","13","194","2073490","2053480032","Throgs Neck-Schuylerville"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","2049.19","12","2022","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"443868","4","5671","6","185-16","56 AVENUE","Queens","HPD(EFO)","0266/22","BDV","ILLEGAL DWELLING UNITS","2210","4","2023","11365","40.743509","-73.790711","11","20","1417","4128158","4056710006","Auburndale"
"363638","3","5213","46","1242","ROGERS AVENUE","Brooklyn","DOB","0064/23","BDV","ILLEGAL DWELLING UNITS","1313.67","1","2023","11226","40.639412","-73.951274","17","45","79002","3120414","3052130046","East Flatbush-Erasmus"
"94921","2","4353","35","2333","MATTHEWS AVENUE","Bronx","DOB","0727/23","BDV","ILLEGAL DWELLING UNITS","2845","7","2023","10467","40.860254","-73.862755","11","13","328","2050129","2043530035","Allerton"
"104814","2","3948","22","1538","PURDY STREET","Bronx","DOB","1468/21","BDV","ILLEGAL DWELLING UNITS","1256.83","6","2023","10462","40.837256","-73.853399","9","18","222","2041238","2039480022","Parkchester"
"523695","4","9317","10","91-46","111 STREET","Queens","DOB","1233/22","BDV","ILLEGAL DWELLING UNITS","2015","2","2023","11418","40.693352","-73.835458","9","29","12601","4195530","4093170010","Richmond Hill"
"362546","3","1442","5","221","ROCKAWAY AVENUE","Brooklyn","DOB","1318/22","BDV","STRUCTURAL","437.89","9","2022","11233","40.675059","-73.911037","16","37","36501","3038724","3014420005","Ocean Hill"
"269459","3","4724","22","428","EAST 53 STREET","Brooklyn","HPD","0462/22","CEV","ILLEGAL DWELLING UNITS","2015","7","2022","11203","40.649305","-73.927201","17","45","862","3103867","3047240022","East Flatbush-Rugby"
"71530","2","4878","8","1065","EAST 231 STREET","Bronx","DOB","1577/21","BDV","ILLEGAL DWELLING UNITS","5474.66","3","2022","10466","40.888756","-73.847763","12","12","424","2065273","2048780008","Wakefield-Woodlawn"
"25623","1","205","23","111","MOTT STREET","Manhattan","DOB","0364/23","BDV","STRUCTURAL","4161","5","2023","10013","40.717516","-73.997338","2","1","41","1002642","1002050023","SoHo-Little Italy-Hudson Square"
"998777","5","3235","160","3","KERMIT AVENUE","Staten Island","HPD","1087/21","CEV","ILLEGAL DWELLING UNITS","437.89","5","2022","10305","40.597966","-74.081795","2","50","64","5157683","5032350160","Grasmere-Arrochar-South Beach-Dongan Hills"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","1350","8","2022","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"126313","2","3972","31","1509","ZEREGA AVENUE","Bronx","DOB","1062/22","BDV","ILLEGAL DWELLING UNITS","2250","6","2023","10462","40.838208","-73.848771","10","18","202","2041676","2039720031","Westchester Square"
"502255","4","1102","16","24-24","92 STREET","Queens","HPD","1432/22","CEV","ILLEGAL DWELLING UNITS","2922","1","2023","11369","40.765265","-73.877665","3","22","347","4024194","4011020016","East Elmhurst"
"607659","4","11186","7","108-11","220 STREET","Queens","HPD","0306/23","CEV","ILLEGAL DWELLING UNITS","3222.18","7","2023","11429","40.708867","-73.736171","13","27","582","4241136","4111860007","Queens Village"
"86617","2","3613","43","2226","HOMER AVENUE","Bronx","HPD","0817/22","CEV","ILLEGAL DWELLING UNITS","437.89","6","2022","10473","40.821985","-73.847662","9","18","90","2022424","2036130043","Castle Hill-Unionport"
"485333","4","9670","40","138-47","82 DRIVE","Queens","HPD","1159/22","CEV","ILLEGAL DWELLING UNITS","3965","1","2023","11435","40.713705","-73.819088","8","24","22001","4206610","4096700040","Jamaica Hills-Briarwood"
"344601","3","4122","10","155","NICHOLS AVENUE","Brooklyn","DOB","1447/21","BDV","ILLEGAL DWELLING UNITS","8313.43","5","2023","11208","40.687003","-73.869234","5","37","118202","3091889","3041220010","Cypress Hills"
"60033","2","2952","5","811","CROTONA PARK NORTH","Bronx","DOB","0021/22","BDV","STRUCTURAL","3835","8","2022","10460","40.840355","-73.890971","6","15","367","2010000","2029520005","Tremont"
"53671","2","3000","10","1474","BRYANT AVENUE","Bronx","HPD","0456/22","CEV","ESSENTIAL SERVICES","5579.16","9","2022","10460","40.832175","-73.887667","3","17","157","2010847","2030000010","Crotona Park East"
"937172","4","1140","54","31-13","69 STREET","Queens","HPD","0048/23","CEV","ILLEGAL DWELLING UNITS","437.89","1","2023","11377","40.757589","-73.898113","3","25","30906","4025432","4011400054","Jackson Heights"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","2325","7","2022","11434","40.688848","-73.779509","12","28","280","4267367","4123440357","Baisley Park"
"79544","2","3748","102","1154","FTELEY AVENUE","Bronx","HPD","1383/21","CEV","ILLEGAL DWELLING UNITS","3100","7","2022","10472","40.828195","-73.871291","9","18","68","2024143","2037480102","Soundview-Bruckner-Bronx River"
"86984","2","4556","25","2934","HONE AVENUE","Bronx","HPD","0865/22","CEV","ILLEGAL DWELLING UNITS","437.89","6","2022","10469","40.86837","-73.857633","11","12","344","2055025","2045560025","Pelham Gardens"
"116696","2","3248","25","2730","UNIVERSITY AVENUE","Bronx","DOB","1695/22","BDV","ILLEGAL DWELLING UNITS","1950","6","2023","10468","40.869605","-73.900013","8","14","26701","2015253","2032480025","Kingsbridge Heights-Van Cortlandt Village"
"80518","2","3761","2","1755","GLEASON AVENUE","Bronx","HPD","1237/22","CEV","ILLEGAL DWELLING UNITS","2295.64","10","2022","10472","40.829657","-73.868057","9","18","68","2024604","2037610002","Soundview-Bruckner-Bronx River"
"535974","4","11850","48","150-22","122 PLACE","Queens","HPD","1695/21","CEV","ILLEGAL DWELLING UNITS","2622.36","3","2022","11420","40.666005","-73.818414","10","32","84601","4257220","4118500048","South Ozone Park"
"283361","3","4597","60","69","EAST 94 STREET","Brooklyn","HPD","1213/22","CEV","ILLEGAL DWELLING UNITS","2015","3","2023","11212","40.663344","-73.926692","17","41","884","3099476","3045970060","East Flatbush-Remsen Village"
"678692","4","6532","22","144-28","MELBOURNE AVENUE","Queens","DOB","0764/22","CEV","ILLEGAL DWELLING UNITS","390","7","2022","11367","40.734334","-73.824365","8","24","809","4141933","4065320022","Kew Gardens Hills"
"573960","4","12344","357","115-17","169 STREET","Queens","DOB","1339/21","BDV","ILLEGAL DWELLING UNITS","2015","9","2022","11434","40.688848","-73.779509","12","28","280","4267367","4123440357","Baisley Park"
"526827","4","11255","24","227-42","114 ROAD","Queens","HPD","0757/22","CEV","ILLEGAL DWELLING UNITS","3835","3","2023","11411","40.700882","-73.729988","13","27","592","4242699","4112550024","Cambria Heights"
"450828","4","1161","7","32-49","60 STREET","Queens","DOB","1746/21","BDV","ILLEGAL DWELLING UNITS","585","2","2022","11377","40.754878","-73.902304","1","26","297","4026134","4011610007","Astoria (East)-Woodside (North)"
"64552","2","2690","93","871","EAST 162 STREET","Bronx","DOB","1359/22","BDV","ILLEGAL DWELLING UNITS","950","11","2022","10459","40.82134","-73.899999","2","17","12901","2005205","2026900093","Longwood"
"170113","3","6208","18","2144","73 STREET","Brooklyn","HPD","0307/22","CEV","ILLEGAL DWELLING UNITS","437.89","3","2022","11204","40.610044","-73.987333","11","44","268","3159255","3062080018","Bensonhurst"
"107533","2","3914","10","1480","ROSEDALE AVENUE","Bronx","HPD","0835/22","CEV","ILLEGAL DWELLING UNITS","4855.89","1","2023","10460","40.837344","-73.870004","9","17","218","2028447","2039140010","Soundview-Bruckner-Bronx River"
"615492","4","13178","18","138-35","230 STREET","Queens","DOB","1322/21","BDV","ILLEGAL DWELLING UNITS","4030","5","2023","11413","40.670458","-73.743922","13","31","650","4283249","4131780018","Laurelton"
"100333","2","4544","34","3011","OLINVILLE AVENUE","Bronx","HPD","0272/22","CEV","ILLEGAL DWELLING UNITS","2015","2","2023","10467","40.869952","-73.868241","12","12","33602","2054748","2045440034","Williamsbridge-Olinville"
"38348","1","1831","53","240","WEST 116 STREET","Manhattan","HPD","0079/22","CEV","STRUCTURAL","2015","5","2022","10026","40.803915","-73.954192","10","9","218","1081574","1018310053","Harlem (South)"
"572065","4","12572","7501","137-16","167 STREET","Queens","DOB","1034/22","BDV","STRUCTURAL","4650","9","2022","11434","40.671842","-73.772932","12","28","330","4431802","4125727501","Springfield Gardens (North)-Rochdale Village"
"344450","3","3600","7","125","NEWPORT STREET","Brooklyn","DOB","1846/22","BDV","ILLEGAL DWELLING UNITS","437.89","12","2022","11212","40.659117","-73.910618","16","41","916","3082334","3036000007","Brownsville"
"279386","3","8037","42","1004","EAST 86 STREET","Brooklyn","DOB","0005/22","BDV","ILLEGAL DWELLING UNITS","1950","8","2022","11236","40.636552","-73.906894","18","46","994","3225769","3080370042","Canarsie"
"622265","4","8563","12","80-16","251 STREET","Queens","HPD","1005/22","CEV","ILLEGAL DWELLING UNITS","973","11","2022","11426","40.742621","-73.71918","13","23","157101","4174494","4085630012","Bellerose"
"805867","1","1831","53","244","WEST 116 STREET","Manhattan","HPD","0080/22","CEV","STRUCTURAL","5370","12","2022","10026","40.803959","-73.9543","10","9","218","1081573","1018310053","Harlem (South)"
"683481","4","12358","10","119-39","GUY R BREWER BOULEVARD","Queens","HPD","0295/22","CEV","ILLEGAL DWELLING UNITS","2224.25","10","2022","11434","40.681484","-73.781372","12","28","284","4441436","4123580010","Baisley Park"
"609184","4","10777","48","101-30","222 STREET","Queens","HPD","0061/23","CEV","ILLEGAL DWELLING UNITS","770","4","2023","11429","40.71321","-73.731652","13","27","568","4230984","4107770048","Queens Village"
"525689","4","9551","75","107-11","113 STREET","Queens","HPD","0194/22","CEV","ILLEGAL DWELLING UNITS","1528.49","12","2022","11419","40.682637","-73.82806","10","28","104","4203490","4095510075","South Ozone Park"
"424853","4","1222","45","68-02","37 ROAD","Queens","DOB","0297/22","BDV","ILLEGAL DWELLING UNITS","2626","6","2022","11377","40.747589","-73.897334","2","26","263","4535446","4012220045","Woodside"
"82067","2","2452","73","1171","GRANT AVENUE","Bronx","DOB","1426/22","BDV","ILLEGAL DWELLING UNITS","3945.52","7","2023","10456","40.832726","-73.915491","4","16","18101","2002675","2024520073","Concourse-Concourse Village"
"49744","2","3799","53","2063","BLACKROCK AVENUE","Bronx","HPD","1653/21","CEV","ILLEGAL DWELLING UNITS","2160.59","9","2022","10472","40.82848","-73.854676","9","18","78","2026067","2037990053","Castle Hill-Unionport"
"132331","3","840","42","5616","6 AVENUE","Brooklyn","DOB","1591/22","BDV","STRUCTURAL","9795.3","1","2023","11220","40.640272","-74.011772","7","38","102","3015404","3008400043","Sunset Park (Central)"
"869773","3","3834","31","542","HINSDALE STREET","Brooklyn","DOB","0137/23","BDV","ILLEGAL DWELLING UNITS","3945.52","7","2023","11207","40.661637","-73.898072","5","42","1132","3390474","3038340031","East New York-New Lots"
"572065","4","12572","7501","137-16","167 STREET","Queens","DOB","1034/22","BDV","STRUCTURAL","5950","7","2023","11434","40.671842","-73.772932","12","31","330","4431802","4125727501","Springfield Gardens (North)-Rochdale Village"
"61017","2","3355","101","3344","DECATUR AVENUE","Bronx","HPD","1550/21","CEV","ILLEGAL DWELLING UNITS","90","1","2022","10467","40.877541","-73.872931","7","11","42902","2018608","2033550101","Norwood"
"837769","3","3538","101","131","BLAKE AVENUE","Brooklyn","HPD","0137/22","CEV","ESSENTIAL SERVICES","2015","7","2023","11212","40.664865","-73.914882","16","41","902","3388271","3035380101","Brownsville"
