"site","location","sample_date","analysis_date_tthm_g_l_a","result_tthm_g_l_a","lraa_tthm_g_l_a","oel_tthm_g_l_a","analysis_date_haa5_g_l_b","result_haa5_g_l_b","lraa_haa5_g_l_b","oel_haa5_g_l_b"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","51","50","48","2016-05-06T00:00:00.000","40","33","36"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","49","47","47","2016-05-06T00:00:00.000","50","36","41"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","45","46","42","2016-05-05T00:00:00.000","52","39","44"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","48","39","43","2016-05-06T00:00:00.000","57","42","48"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","25","31","28","2016-05-06T00:00:00.000","31","26","28"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","44","44","42","2016-05-07T00:00:00.000","52","39","43"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","25","31","28","2016-05-06T00:00:00.000","31","27","28"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","44","44","43","2016-05-06T00:00:00.000","44","32","35"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2016-05-03T00:00:00.000","2016-05-04T00:00:00.000","32","33","31","2016-05-05T00:00:00.000","36","31","34"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2016-05-03T00:00:00.000","2016-05-03T00:00:00.000","43","45","41","2016-05-07T00:00:00.000","53","35","41"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2016-02-02T00:00:00.000","2016-02-02T00:00:00.000","38","47","47","2016-02-06T00:00:00.000","29","33","30"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","25","36","31","2016-02-06T00:00:00.000","22","29","24"
"77650","SS - OPP 110-52 E/S 207th St","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","24","33","32","2016-02-09T00:00:00.000","29","32","31"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","29","44","42","2016-02-09T00:00:00.000","35","30","31"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","34","42","43","2016-02-04T00:00:00.000","35","36","36"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","41","42","45","2016-02-06T00:00:00.000","36","33","33"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","34","42","41","2016-02-09T00:00:00.000","35","35","35"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","26","34","33","2016-02-09T00:00:00.000","32","37","36"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","26","36","35","2016-02-09T00:00:00.000","31","32","31"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","25","36","31","2016-02-06T00:00:00.000","22","29","24"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","37","45","44","2016-02-06T00:00:00.000","35","34","32"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2016-02-02T00:00:00.000","2016-02-02T00:00:00.000","23","31","30","2016-02-05T00:00:00.000","25","31","29"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","39","45","47","2016-02-06T00:00:00.000","40","41","42"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","37","41","43","2016-02-08T00:00:00.000","36","37","37"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2016-02-02T00:00:00.000","2016-02-02T00:00:00.000","27","40","37","2016-02-05T00:00:00.000","29","33","31"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","30","41","40","2016-02-09T00:00:00.000","34","32","31"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","42","34","38","2016-02-08T00:00:00.000","42","36","38"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2016-02-02T00:00:00.000","2016-02-02T00:00:00.000","38","43","42","2016-02-06T00:00:00.000","27","31","28"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2016-02-02T00:00:00.000","2016-02-02T00:00:00.000","38","44","44","2016-02-05T00:00:00.000","36","36","35"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2016-02-02T00:00:00.000","2016-02-03T00:00:00.000","28","39","38","2016-02-09T00:00:00.000","33","35","34"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","47","42","49","2015-11-07T00:00:00.000","22","29","27"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","35","28","34","2015-11-20T00:00:00.000","37","30","34"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","51","39","48","2015-11-11T00:00:00.000","51","37","44"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","45","38","45","2015-11-07T00:00:00.000","25","31","30"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","44","37","44","2015-11-05T00:00:00.000","45","33","39"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","46","39","45","2015-11-09T00:00:00.000","31","34","34"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","48","36","44","2015-11-07T00:00:00.000","28","30","31"
"77650","SS - OPP 110-52 E/S 207th St","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","37","31","36","2015-11-07T00:00:00.000","33","31","33"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","38","37","42","2015-11-05T00:00:00.000","37","32","35"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","49","35","44","2015-11-11T00:00:00.000","42","34","39"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","47","39","46","2015-11-07T00:00:00.000","25","31","30"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","34","34","38","2015-11-07T00:00:00.000","33","31","32"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","42","36","42","2015-11-09T00:00:00.000","33","34","35"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","37","33","39","2015-11-11T00:00:00.000","28","29","31"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","38","31","37","2015-11-07T00:00:00.000","36","36","38"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","47","40","47","2015-11-07T00:00:00.000","31","31","33"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","50","42","50","2015-11-09T00:00:00.000","35","31","34"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2015-11-04T00:00:00.000","2015-11-06T00:00:00.000","37","34","39","2015-11-11T00:00:00.000","27","29","30"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","39","38","44","2015-11-07T00:00:00.000","35","33","36"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2015-11-04T00:00:00.000","2015-11-05T00:00:00.000","35","28","33","2015-11-05T00:00:00.000","35","31","34"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2015-08-19T00:00:00.000","2015-08-21T00:00:00.000","43","30","33","2015-08-11T00:00:00.000","43","36","37"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2015-08-19T00:00:00.000","2015-08-21T00:00:00.000","57","35","41","2015-08-10T00:00:00.000","35","32","33"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2015-08-04T00:00:00.000","2015-08-06T00:00:00.000","58","33","40","2015-08-08T00:00:00.000","30","28","29"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2015-08-04T00:00:00.000","2015-08-06T00:00:00.000","40","26","30","2015-08-08T00:00:00.000","27","27","27"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","56","38","41","2015-08-11T00:00:00.000","31","34","33"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","50","37","40","2015-08-10T00:00:00.000","38","36","36"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","49","32","35","2015-08-11T00:00:00.000","34","31","32"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","53","35","39","2015-08-11T00:00:00.000","35","36","35"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","53","32","38","2015-08-11T00:00:00.000","28","30","30"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","56","37","42","2015-08-08T00:00:00.000","28","30","30"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","46","37","39","2015-08-08T00:00:00.000","32","31","33"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2015-08-04T00:00:00.000","2015-08-06T00:00:00.000","54","35","41","2015-08-08T00:00:00.000","30","29","30"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","37","33","33","2015-08-08T00:00:00.000","25","30","29"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","62","40","46","2015-08-11T00:00:00.000","30","33","31"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","61","38","44","2015-08-08T00:00:00.000","32","32","32"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","36","34","33","2015-08-08T00:00:00.000","25","30","29"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","60","39","44","2015-08-08T00:00:00.000","28","29","30"
"77650","SS - OPP 110-52 E/S 207th St","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","42","30","32","2015-08-10T00:00:00.000","31","30","30"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","31","28","27","2015-08-11T00:00:00.000","32","30","30"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2015-08-04T00:00:00.000","2015-08-07T00:00:00.000","48","32","36","2015-08-10T00:00:00.000","31","30","31"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","27","32","27","2015-05-09T00:00:00.000","36","31","31"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","30","30","26","2015-05-07T00:00:00.000","34","28","29"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","39","36","33","2015-05-08T00:00:00.000","40","31","33"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","42","37","36","2015-05-08T00:00:00.000","39","31","33"
"77650","SS - OPP 110-52 E/S 207th St","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","28","30","27","2015-05-09T00:00:00.000","34","32","31"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","29","31","28","2015-05-09T00:00:00.000","33","29","30"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","39","31","31","2015-05-08T00:00:00.000","36","30","31"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","30","33","27","2015-05-09T00:00:00.000","37","30","32"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","41","36","34","2015-05-08T00:00:00.000","38","30","32"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","28","30","26","2015-05-09T00:00:00.000","36","39","34"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","32","34","29","2015-05-13T00:00:00.000","37","32","33"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","36","37","34","2015-05-09T00:00:00.000","35","39","36"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","25","24","22","2015-05-07T00:00:00.000","34","29","29"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","33","35","32","2015-05-09T00:00:00.000","38","38","35"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","36","34","32","2015-05-08T00:00:00.000","40","32","34"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","44","37","36","2015-05-08T00:00:00.000","40","32","34"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","39","38","35","2015-05-09T00:00:00.000","33","37","34"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","32","33","30","2015-05-09T00:00:00.000","38","40","37"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","43","36","34","2015-05-08T00:00:00.000","41","32","34"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","30","29","27","2015-05-09T00:00:00.000","35","33","32"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","39","36","33","2015-05-08T00:00:00.000","40","31","33"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","42","37","36","2015-05-08T00:00:00.000","39","31","33"
"77650","SS - OPP 110-52 E/S 207th St","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","28","30","27","2015-05-09T00:00:00.000","34","32","31"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","29","31","28","2015-05-09T00:00:00.000","33","29","30"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","39","31","31","2015-05-08T00:00:00.000","36","30","31"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","30","33","27","2015-05-09T00:00:00.000","37","30","32"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","41","36","34","2015-05-08T00:00:00.000","38","30","32"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","28","30","26","2015-05-09T00:00:00.000","36","39","34"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","32","34","29","2015-05-13T00:00:00.000","37","32","33"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","36","37","34","2015-05-09T00:00:00.000","35","39","36"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","25","24","22","2015-05-07T00:00:00.000","34","29","29"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","33","35","32","2015-05-09T00:00:00.000","38","38","35"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","36","34","32","2015-05-08T00:00:00.000","40","32","34"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","44","37","36","2015-05-08T00:00:00.000","40","32","34"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","39","38","35","2015-05-09T00:00:00.000","33","37","34"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","32","33","30","2015-05-09T00:00:00.000","38","40","37"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","43","36","34","2015-05-08T00:00:00.000","41","32","34"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","27","32","27","2015-05-09T00:00:00.000","36","31","31"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2015-05-05T00:00:00.000","2015-05-06T00:00:00.000","30","30","26","2015-05-07T00:00:00.000","34","28","29"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2015-05-05T00:00:00.000","2015-05-05T00:00:00.000","30","29","27","2015-05-09T00:00:00.000","35","33","32"
"38250","SS - IFO 309 N/S E 87th St, 2nd SS W/O 1st Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","16","36","30","2015-02-06T00:00:00.000","23","38","29"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","23","39","34","2015-02-07T00:00:00.000","32","43","39"
"31850","SS - IFO 82 S/S Warren St, 2nd SS E/O Greenwich St, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","16","36","29","2015-02-05T00:00:00.000","24","32","27"
"37950","SS - IFO 325 N/S E 12th Street, 2nd SS E/O 2nd Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","17","34","29","2015-02-06T00:00:00.000","24","33","27"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","21","39","33","2015-02-06T00:00:00.000","30","37","36"
"31750","SS - IFO 427 N/S W 26th St, 2nd SS W/O 9th Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","20","39","32","2015-02-05T00:00:00.000","27","33","28"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","19","38","32","2015-02-07T00:00:00.000","30","39","36"
"15150","SS - IFO 1420 E/S Grand Concourse, 1st SS S/O E 171st St, 20""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","15","32","26","2015-02-06T00:00:00.000","22","30","25"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","15","30","25","2015-02-06T00:00:00.000","23","32","27"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","16","33","27","2015-02-07T00:00:00.000","27","42","37"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","18","35","29","2015-02-07T00:00:00.000","30","42","38"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2015-02-04T00:00:00.000","2015-02-09T00:00:00.000","15","34","28","2015-02-06T00:00:00.000","24","33","27"
"24350","SS - W/S Brighton 11th Street, 2nd SS S/O Cass Place, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","17","35","29","2015-02-05T00:00:00.000","25","33","29"
"39650","SS - IFO 229 N/S E 49th St, 2nd SS W/O 2nd Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","16","36","30","2015-02-06T00:00:00.000","24","35","28"
"77650","SS - OPP 110-52 E/S 207th St","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","15","30","26","2015-02-07T00:00:00.000","24","33","29"
"33950","SS - N/S E 104th Street, 2nd SS E/O 3rd Avenue, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","16","35","29","2015-02-06T00:00:00.000","23","34","28"
"32350","SS - IFO 116 E/S Ave C, 2nd SS N/O E 7th St, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","17","37","31","2015-02-06T00:00:00.000","25","30","27"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2015-02-04T00:00:00.000","2015-02-09T00:00:00.000","13","25","21","2015-02-06T00:00:00.000","20","29","25"
"33450","SS - IFO 135 N/S W 112th St, 2nd SS W/O St Nicholas Ave, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","17","36","30","2015-02-06T00:00:00.000","24","35","28"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2015-02-04T00:00:00.000","2015-02-05T00:00:00.000","17","31","26","2015-02-06T00:00:00.000","27","34","31"
"23450","SS - N/S Jefferson Avenue, 2nd SS W/O Lewis Avenue, 20""","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","30","31","33","2014-11-11T00:00:00.000","28","33","33"
"18650","SS - N/S Dewey Ave, btw Quincy & Swinton Aves, 12""","2014-11-05T00:00:00.000","2014-11-05T00:00:00.000","25","26","28","2014-11-11T00:00:00.000","27","31","31"
"77650","SS - OPP 110-52 E/S 207th St","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","35","32","35","2014-11-14T00:00:00.000","32","35","35"
"58650","SS - IFO 510 W/S Main St, 2nd SS S/O Hylan Blvd, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","40","41","43","2014-11-14T00:00:00.000","40","45","45"
"52050","SS - IFO 218 W/S Nicholas Ave, 1st SS S/O Charles Ave, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","43","39","44","2014-11-13T00:00:00.000","35","42","40"
"50850","SS - IFO 512 W/S Arlene St, 1st SS N/O Dawson Ct, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","37","38","40","2014-11-13T00:00:00.000","41","45","45"
"50750","SS - E/S Woodhull Ave, 1st SS S/O Albourne Ave, 8""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","39","42","44","2014-11-13T00:00:00.000","40","40","40"
"50250","SS - IFO 937 N/S Victory Blvd, 2nd SS E/O Highland Ave, 20""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","33","35","37","2014-11-13T00:00:00.000","37","45","45"
"45250","SS - E/S Beach 58th St, 2nd SS N/O Beach Channel Drive, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","29","32","34","2014-11-13T00:00:00.000","31","35","35"
"44350","SS - IFO 21-55 N/S 34th Ave, 1st SS W/O 24th St, 12""","2014-11-05T00:00:00.000","2014-11-06T00:00:00.000","37","36","39","2014-11-13T00:00:00.000","29","35","34"
