"title_description","o_c_or_prom","list_title_code","exam_no","list_agency_code","agency_desc","list_div_code","list_est_date","aac_cnt","aol_cnt","dce_cnt","dea_cnt","dlx_cnt","fra_cnt","frh_cnt","fri_cnt","frm_cnt","frp_cnt","ftr_cnt","nfp_cnt","nle_cnt","ova_cnt","rli_cnt","tin_cnt","unf_cnt","appt_cnt","cns_cnt","cns_restored_cnt","elig_restored_cnt"
"CHILD PROTECTIVE SPECIALIST SUPERVISOR","Promotional","52367","6508","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2017-07-26T00:00:00.000","0","0","0","14","0","1","0","0","0","0","37","0","2","0","0","0","0","40","9","6","27"
"CITY PLANNER","Open Competitive","22122","6067","000",,,"2017-06-21T00:00:00.000","0","0","0","7","0","0","0","0","0","0","94","0","0","0","1","0","0","36","0","0","12"
"CITY PLANNING TECHNICIAN","Open Competitive","22121","6005","000",,,"2016-11-23T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0"
"CITY TAX AUDITOR","Open Competitive","40523","7030","000",,,"2018-05-23T00:00:00.000","0","1","0","1","0","0","0","0","0","0","9","0","0","0","0","0","0","122","2","0","0"
"CIVIL ENGINEER","Open Competitive","20215","7037","000",,,"2017-07-12T00:00:00.000","0","0","0","1","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","5"
"CLERICAL AIDE","Open Competitive","10250","5002","000",,,"2015-12-02T00:00:00.000","0","0","0","27","0","3","0","0","0","0","148","0","0","0","1","0","0","8","0","0","11"
"CLERICAL ASSOCIATE","Open Competitive","10251","3016","000",,,"2013-12-24T00:00:00.000","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","0","0","2","0","0","2"
"CLERICAL ASSOCIATE","Open Competitive","10251","8003","000",,,"2018-11-28T00:00:00.000","0","0","1","471","0","29","0","0","0","0","4433","38","0","0","1","0","0","679","0","0","217"
"CLERICAL ASSOCIATE","Promotional","10251","8507","040","DEPARTMENT OF EDUCATION",,"2018-10-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"CLERICAL ASSOCIATE","Promotional","10251","8507","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-10-31T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"CLERICAL ASSOCIATE","Promotional","10251","8507","827","DEPARTMENT OF SANITATION",,"2018-10-31T00:00:00.000","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","3"
"COLLECTING AGENT","Open Competitive","41111","2616","000",,,"2014-10-15T00:00:00.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0",,,,
"COLLECTING AGENT","Open Competitive","41111","9601","000",,,"2019-09-18T00:00:00.000","0","0","0","1","0","0","0","0","1","0","39","0","0","0","0","0","0","8","1","0","0"
"COMPUTER AIDE","Open Competitive","13620","4021","000",,,"2015-07-29T00:00:00.000","0","0","0","8","0","1","0","0","0","0","108","0","0","0","0","0","0","8","0","0","4"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","040","DEPARTMENT OF EDUCATION",,"2019-01-16T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2019-01-16T00:00:00.000","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","1","0","0"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2019-01-16T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2019-01-16T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","9","2","0","0"
"COMPUTER ASSOCIATE (OPERATIONS)","Promotional","13621","8530","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2019-01-16T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"COMPUTER ASSOCIATE (SOFTWARE)","Open Competitive","13631","7002","000",,,"2017-10-25T00:00:00.000","0","0","0","16","0","5","0","0","0","0","120","2","0","0","0","0","0","41","0","0","31"
"COMPUTER ASSOCIATE (SOFTWARE)","Promotional","13631","7507","040","DEPARTMENT OF EDUCATION",,"2017-10-25T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER ASSOCIATE (TECHNICAL SUPPORT)","Open Competitive","13611","7003","000",,,"2017-10-25T00:00:00.000","0","0","0","8","0","0","0","0","0","0","22","0","0","0","0","0","0","17","0","0","31"
"COMPUTER ASSOCIATE (TECHNICAL SUPPORT)","Promotional","13611","7508","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2017-10-25T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"COMPUTER PROGRAMMER ANALYST","Open Competitive","13651","7004","000",,,"2017-10-25T00:00:00.000","0","0","0","7","0","2","0","0","0","0","48","0","0","0","0","0","0","20","0","0","5"
"COMPUTER SERVICE TECHNICIAN","Open Competitive","13615","5018","000",,,"2017-06-14T00:00:00.000","0","0","0","3","0","0","0","0","0","0","21","1","0","0","0","0","0","0","0","0","12"
"COMPUTER SPECIALIST (OPERATIONS)","Promotional","13622","8532","040","DEPARTMENT OF EDUCATION",,"2018-11-21T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0",,,,
"COMPUTER SPECIALIST (OPERATIONS)","Promotional","13622","8532","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2018-11-21T00:00:00.000","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"COMPUTER SPECIALIST (SOFTWARE)","Open Competitive","13632","7005","000",,,"2018-05-16T00:00:00.000","0","1","0","41","0","13","0","0","0","0","590","3","0","0","2","0","0","78","0","0","147"
"COMPUTER SPECIALIST (SOFTWARE)","Promotional","13632","7510","040","DEPARTMENT OF EDUCATION",,"2017-10-25T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","025","LAW DEPARTMENT",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","056","POLICE DEPARTMENT",,"2019-10-09T00:00:00.000","0","0","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","067","ADMINISTRATION FOR CHILDREN'S SERVICES",,"2019-10-09T00:00:00.000","0","0","0","7","0","0","0","0","0","0","2","0","1","0","0","0","0","5","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","069","HRA/DEPARTMENT OF SOCIAL SERVICES",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","072","DEPARTMENT OF CORRECTION",,"2019-10-09T00:00:00.000","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","4"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","125","DEPARTMENT FOR THE AGING",,"2019-10-09T00:00:00.000","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","127","FINANCIAL INFORMATION SERVICES AGENCY",,"2019-10-09T00:00:00.000","0","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","131","OFFICE OF PAYROLL ADMINISTRATION",,"2019-10-09T00:00:00.000","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","156","TAXI AND LIMOUSINE COMMISSION",,"2019-10-09T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","806","HOUSING PRESERVATION & DEVELOPMENT",,"2019-10-09T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","816","DEPARTMENT OF HEALTH AND MENTAL HYGIENE",,"2019-10-09T00:00:00.000","0","0","0","10","0","0","0","0","0","0","10","0","4","0","0","0","0","11","1","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2019-10-09T00:00:00.000","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","827","DEPARTMENT OF SANITATION",,"2019-10-09T00:00:00.000","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","866","DEPARTMENT OF CONSUMER AFFAIRS",,"2019-10-09T00:00:00.000","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","868","DEPARTMENT OF CITYWIDE ADMINISTRATIVE SERVICES",,"2019-10-09T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"COMPUTER SYSTEMS MANAGER","Promotional","10050","9507","996","N.Y.C. HOUSING AUTHORITY",,"2019-10-09T00:00:00.000","0","0","0","24","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0"
"CONDUCTOR","Promotional","91207","5716","998","N.Y.C. TRANSIT AUTHORITY",,"2017-02-01T00:00:00.000","0","0","0","3","0","0","0","0","3","0","1","0","0","0","0","0","0","2","3","0","8"
"CONDUCTOR","Open Competitive","91207","6601","000",,,"2018-02-14T00:00:00.000","0","0","0","39","0","1","0","0","105","0","508","0","0","0","0","0","0","178","24","0","63"
"CONSTRUCTION LABORER","Promotional","90756","8522","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-10-10T00:00:00.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","50","0","0","0"
"CONSTRUCTION PROJECT MANAGER INTERN","Open Competitive","34201","6043","000",,,"2017-08-30T00:00:00.000","0","0","0","6","0","0","0","0","0","0","13","1","0","0","0","0","0","14","0","0","7"
"CONTRACT SPECIALIST","Open Competitive","40561","4080","000",,,"2015-08-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0",,,,
"CORRECTION OFFICER","Open Competitive","70410","3300","000",,,"2015-05-27T00:00:00.000","0","0","0","4","0","0","0","2","3","0","0","0","0","0","0","0","0","2","0","0","2"
"CORRECTION OFFICER","Open Competitive","70410","3301","000",,,"2015-05-28T00:00:00.000","0","0","0","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","3"
"CORRECTION OFFICER","Open Competitive","70410","3302","000",,,"2015-05-29T00:00:00.000","0","0","0","3","0","0","0","3","2","2","0","0","0","0","0","0","0","1","0","0","3"
"CORRECTION OFFICER","Open Competitive","70410","3303","000",,,"2015-06-03T00:00:00.000","0","0","0","2","0","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","4"
"CORRECTION OFFICER","Open Competitive","70410","4303","000",,,"2015-09-23T00:00:00.000","0","0","0","1","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4311","000",,,"2015-09-24T00:00:00.000","0","0","0","5","0","0","0","2","2","1","0","0","0","0","0","0","0","1","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4318","000",,,"2015-11-04T00:00:00.000","0","0","0","4","0","0","0","4","2","1","0","0","0","0","0","0","0","1","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","4327","000",,,"2015-11-05T00:00:00.000","0","0","0","4","0","0","0","2","10","0","0","0","0","0","0","0","0","0","0","0","7"
"CORRECTION OFFICER","Open Competitive","70410","6308","000",,,"2016-03-02T00:00:00.000","0","0","0","20","0","0","0","5","6","1","0","0","0","0","0","0","0","7","0","0","51"
"CORRECTION OFFICER","Open Competitive","70410","6315","000",,,"2016-06-15T00:00:00.000","0","0","0","19","0","0","0","14","17","4","0","0","0","0","0","0","0","8","1","0","49"
"CORRECTION OFFICER","Open Competitive","70410","6325","000",,,"2016-09-21T00:00:00.000","0","0","0","8","0","0","0","2","6","0","0","0","0","0","0","0","0","3","0","0","20"
"CORRECTION OFFICER","Open Competitive","70410","6332","000",,,"2016-09-22T00:00:00.000","0","0","0","14","0","0","0","5","9","3","0","0","0","0","0","0","0","8","0","0","52"
"CORRECTION OFFICER","Open Competitive","70410","7320","000",,,"2017-01-11T00:00:00.000","0","0","0","16","0","0","0","9","13","0","0","0","0","0","0","0","0","7","1","0","30"
"CORRECTION OFFICER","Open Competitive","70410","7322","000",,,"2017-05-17T00:00:00.000","0","0","0","13","0","0","0","3","4","0","0","0","0","0","0","0","0","8","0","0","18"
"CORRECTION OFFICER","Open Competitive","70410","7324","000",,,"2017-09-20T00:00:00.000","0","0","0","11","0","0","0","6","9","0","0","0","0","0","0","0","0","9","0","0","31"
"CORRECTION OFFICER","Open Competitive","70410","7327","000",,,"2017-10-25T00:00:00.000","0","0","0","11","0","0","0","6","8","1","0","0","0","0","0","0","0","5","0","0","35"
"CORRECTION OFFICER","Open Competitive","70410","7329","000",,,"2017-02-15T00:00:00.000","0","0","0","16","0","0","0","6","5","3","0","0","0","0","0","0","0","6","3","0","30"
"CORRECTION OFFICER","Open Competitive","70410","7331","000",,,"2017-09-21T00:00:00.000","0","0","0","15","0","0","0","4","5","0","0","0","0","0","0","0","0","6","1","0","42"
"CORRECTION OFFICER","Open Competitive","70410","8308","000",,,"2018-01-31T00:00:00.000","0","0","0","30","0","0","0","5","19","3","0","0","0","0","0","0","0","12","0","0","32"
"CORRECTION OFFICER","Open Competitive","70410","8309","000",,,"2018-06-06T00:00:00.000","0","0","0","33","0","0","0","14","21","2","0","0","0","0","0","0","0","20","2","0","44"
"CORRECTION OFFICER","Open Competitive","70410","8319","000",,,"2018-06-27T00:00:00.000","0","0","0","558","0","0","0","142","88","19","0","0","0","0","0","0","0","76","2","0","32"
"CORRECTION OFFICER","Open Competitive","70410","8330","000",,,"2019-02-06T00:00:00.000","0","0","0","464","0","0","0","59","86","5","0","0","0","0","0","0","0","41","2","0","28"
"CORRECTION OFFICER","Open Competitive","70410","8334","000",,,"2019-02-07T00:00:00.000","0","0","0","386","0","0","0","62","61","1","0","0","0","0","0","0","0","33","1","0","45"
"COUNSELOR (ADDICTION TREATMENT)","Open Competitive","51214","9019","000",,,"2019-07-24T00:00:00.000","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","5","1","0","0"
"CRIME ANALYST","Open Competitive","31175","9000","000",,,"2019-07-03T00:00:00.000","0","0","0","11","0","0","0","0","0","0","60","0","0","0","0","0","0","63","7","1","4"
"CUSTODIAN","Open Competitive","80609","113","000",,,"2011-05-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"CUSTOMER INFORMATION REPRESENTATIVE","Open Competitive","60888","7042","000",,,"2019-03-20T00:00:00.000","0","0","0","258","0","10","0","0","0","0","755","1","0","0","0","0","0","139","0","0","127"
"DECKHAND","Open Competitive","91529","9006","000",,,"2019-05-01T00:00:00.000","0","0","0","3","0","0","0","0","0","0","50","0","0","0","0","0","0","84","24","0","2"
"DEPUTY CHIEF (FIRE)","Promotional","70382","7527","057","FIRE DEPARTMENT",,"2019-09-04T00:00:00.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0"
"DISPATCHER (RAPID TRANSIT OPERATIONS)","Promotional","91281","7701","998","N.Y.C. TRANSIT AUTHORITY",,"2018-06-20T00:00:00.000","0","0","0","11","0","0","0","0","0","0","1","0","11","0","0","0","0","62","28","1","1"
"DISPATCHER (SURFACE TRANSPORTATION)","Promotional","91898","4700","998","N.Y.C. TRANSIT AUTHORITY",,"2014-11-12T00:00:00.000","0","0","0","2","0","0","0","0","0","0","4","0","0","0","0","0","0","31","13","4","1"
"EDUCATION ANALYST","Open Competitive","12628","5021","000",,,"2016-10-26T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","3"
"ELECTRICAL ENGINEER","Open Competitive","20315","7040","000",,,"2017-05-17T00:00:00.000","0","0","0","2","0","0","0","0","0","0","10","0","0","0","0","0","0","1","0","0","7"
"ELECTRICIAN","Open Competitive","91717","5023","000",,,"2016-07-06T00:00:00.000","0","0","0","2","0","0","0","0","0","0","24","0","0","0","0","0","0","1","0","0","6"
"ELECTRICIAN","Open Competitive","91717","8013","000",,,"2019-01-30T00:00:00.000","0","0","0","25","0","0","0","0","0","0","167","0","0","0","0","0","0","28","0","0","11"
"ELECTRICIAN","Promotional","91717","8513","826","DEPARTMENT OF ENVIRONMENTAL PROTECTION",,"2018-12-12T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","11","0","0","0"
"ELECTRICIAN","Promotional","91717","8513","996","N.Y.C. HOUSING AUTHORITY",,"2018-12-12T00:00:00.000","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0"
"ELECTRICIAN (AUTOMOBILE)","Open Competitive","91719","8014","000",,,"2019-06-05T00:00:00.000","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","8","0","0","1"
"ELECTRICIAN'S HELPER","Open Competitive","91722","5026","000",,,"2017-01-04T00:00:00.000","0","0","0","4","0","2","0","0","0","0","38","0","0","0","0","0","0","27","0","0","12"
"ELECTRONIC EQUIPMENT MAINTAINER","Open Competitive","91739","7603","000",,,"2018-12-26T00:00:00.000","0","0","0","2","0","0","0","0","0","0","14","0","0","0","0","0","0","25","0","0","0"
"ELECTRONIC EQUIPMENT MAINTAINER","Open Competitive","91739","8618","000",,,"2019-07-31T00:00:00.000","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","7","0","0","0"
"ELEVATOR AND ESCALATOR MAINTAINER","Open Competitive","90845","7607","000",,,"2018-11-21T00:00:00.000","0","0","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","13","0","0","2"
"ELEVATOR AND ESCALATOR MAINTAINER","Open Competitive","90845","8619","000",,,"2019-04-17T00:00:00.000","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","23","0","0","1"
"ELEVATOR MECHANIC","Promotional","90710","7517","996","N.Y.C. HOUSING AUTHORITY",,"2018-04-04T00:00:00.000","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","13","4","3","0"
"ELEVATOR MECHANIC'S HELPER","Open Competitive","90711","5029","000",,,"2016-09-14T00:00:00.000","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","2"
"ELIGIBILITY SPECIALIST","Open Competitive","10104","1328","000",,,"2014-08-27T00:00:00.000","0","0","0","4","0","2","0","0","0","0","15","0","0","0","0","0","0","3","6","0","23"
"ELIGIBILITY SPECIALIST","Open Competitive","10104","2309","000",,,"2016-08-17T00:00:00.000","0","0","0","22","0","14","0","0","0","0","377","7","0","0","0","0","0","70","32","0","56"
"ELIGIBILITY SPECIALIST","Open Competitive","10104","2320","000",,,"2018-04-04T00:00:00.000","0","0","0","64","0","29","0","0","0","0","833","76","0","0","0","0","0","62","28","5","27"
"EMERGENCY MEDICAL SPECIALIST TRAINEE","Open Competitive","53052","7014","000",,,"2017-11-22T00:00:00.000","0","0","0","8","0","1","30","4","2","0","0","0","0","0","0","0","0","18","0","0","17"
"EMERGENCY MEDICAL SPECIALIST TRAINEE","Open Competitive","53052","9075","000",,,"2019-03-27T00:00:00.000","0","0","0","116","0","0","547","36","20","0","0","0","0","0","0","0","0","148","0","0","0"
"EMERGENCY MEDICAL SPECIALIST-EMT","Open Competitive","53053","5003","000",,,"2015-02-18T00:00:00.000","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"EMERGENCY MEDICAL SPECIALIST-EMT","Open Competitive","53053","6003","000",,,"2016-02-24T00:00:00.000","0","0","0","0","0","0","3","0","2","0","0","0","0","0","0","0","0","5","0","0","5"
"EMERGENCY MEDICAL SPECIALIST-EMT","Open Competitive","53053","7000","000",,,"2017-03-29T00:00:00.000","0","3","0","4","0","0","5","0","0","0","0","0","0","0","0","0","0","3","1","0","5"
"EMERGENCY MEDICAL SPECIALIST-EMT","Open Competitive","53053","7031","000",,,"2017-03-30T00:00:00.000","0","2","0","5","0","0","3","0","4","0","0","0","0","0","0","0","0","10","4","0","8"
"EMERGENCY MEDICAL SPECIALIST-EMT","Open Competitive","53053","8009","000",,,"2018-03-28T00:00:00.000","0","0","0","149","0","0","350","56","24","0","0","0","0","0","0","0","0","310","9","0","29"
